,0
1774,"Trigg County, Kentucky"
1775,"Trinity County, Texas"
1776,"Troup County, Georgia"
1777,"Trumbull County, Ohio"
1778,"Tulare County, California"
1779,"Tulsa County, Oklahoma"
1780,"Tunica County, Mississippi"
1781,"Tuolumne County, California"
1782,"Turner County, Georgia"
1783,"Tuscaloosa County, Alabama"
1784,"Tuscarawas County, Ohio"
1785,"Tuscola County, Michigan"
1786,"Twiggs County, Georgia"
1787,"Twin Falls County, Idaho"
1788,"Tyler County, Texas"
1789,"Uinta County, Wyoming"
1790,"Uintah County, Utah"
1791,"Ulster County, New York"
1792,"Umatilla County, Oregon"
1793,"Union County, Arkansas"
1794,"Union County, Georgia"
1795,"Union County, Illinois"
1796,"Union County, Mississippi"
1797,"Union County, New Jersey"
1798,"Union County, North Carolina"
1799,"Union County, Ohio"
1800,"Union County, Oregon"
1801,"Union County, Pennsylvania"
1802,"Union County, South Carolina"
1803,"Union County, South Dakota"
1804,"Upshur County, Texas"
1805,"Upson County, Georgia"
1806,"Upton County, Texas"
1807,"Utah County, Utah"
1808,"Uvalde County, Texas"
1809,"Val Verde County, Texas"
1810,"Valencia County, New Mexico"
1811,"Van Buren County, Arkansas"
1812,"Van Buren County, Michigan"
1813,"Van Wert County, Ohio"
1814,"Van Zandt County, Texas"
1815,"Vance County, North Carolina"
1816,"Vanderburgh County, Indiana"
1817,"Venango County, Pennsylvania"
1818,"Ventura County, California"
1819,"Vermilion County, Illinois"
1820,"Vermillion County, Indiana"
1821,"Vernon County, Missouri"
1822,"Victoria County, Texas"
1823,"Vigo County, Indiana"
1824,"Vilas County, Wisconsin"
1825,"Volusia County, Florida"
1826,"Wabash County, Indiana"
1827,"Wabasha County, Minnesota"
1828,"Wagoner County, Oklahoma"
1829,"Wake County, North Carolina"
1830,"Wakulla County, Florida"
1831,"Waldo County, Maine"
1832,"Walker County, Alabama"
1833,"Walker County, Georgia"
1834,"Walker County, Texas"
1835,"Walla Walla County, Washington"
1836,"Waller County, Texas"
1837,"Walton County, Florida"
1838,"Walton County, Georgia"
1839,"Walworth County, Wisconsin"
1840,"Wapello County, Iowa"
1841,"Ward County, North Dakota"
1842,"Ward County, Texas"
1843,"Ware County, Georgia"
1844,"Warren County, Iowa"
1845,"Warren County, Kentucky"
1846,"Warren County, Mississippi"
1847,"Warren County, Missouri"
1848,"Warren County, New Jersey"
1849,"Warren County, New York"
1850,"Warren County, North Carolina"
1851,"Warren County, Ohio"
1852,"Warren County, Pennsylvania"
1853,"Warren County, Tennessee"
1854,"Warren County, Virginia"
1855,"Warrick County, Indiana"
1856,"Wasatch County, Utah"
1857,"Wasco County, Oregon"
1858,"Waseca County, Minnesota"
1859,"Washington County, Arkansas"
1860,"Washington County, Florida"
1861,"Washington County, Georgia"
1862,"Washington County, Illinois"
1863,"Washington County, Indiana"
1864,"Washington County, Iowa"
1865,"Washington County, Maryland"
1866,"Washington County, Minnesota"
1867,"Washington County, Mississippi"
1868,"Washington County, Nebraska"
1869,"Washington County, New York"
1870,"Washington County, Ohio"
1871,"Washington County, Oklahoma"
1872,"Washington County, Oregon"
1873,"Washington County, Pennsylvania"
1874,"Washington County, Rhode Island"
1875,"Washington County, Tennessee"
1876,"Washington County, Texas"
1877,"Washington County, Utah"
1878,"Washington County, Vermont"
1879,"Washington County, Virginia"
1880,"Washington County, Wisconsin"
1881,"Washita County, Oklahoma"
1882,"Washoe County, Nevada"
1883,"Washtenaw County, Michigan"
1884,"Watauga County, North Carolina"
1885,"Waukesha County, Wisconsin"
1886,"Waupaca County, Wisconsin"
1887,"Waushara County, Wisconsin"
1888,"Wayne County, Georgia"
1889,"Wayne County, Indiana"
1890,"Wayne County, Michigan"
1891,"Wayne County, Mississippi"
1892,"Wayne County, New York"
1893,"Wayne County, North Carolina"
1894,"Wayne County, Ohio"
1895,"Wayne County, Pennsylvania"
1896,"Wayne County, West Virginia"
1897,"Weakley County, Tennessee"
1898,"Webb County, Texas"
1899,"Weber County, Utah"
1900,"Webster County, Iowa"
1901,"Webster County, Missouri"
1902,"Weld County, Colorado"
1903,"Wells County, Indiana"
1904,"Westchester County, New York"
1905,"Westmoreland County, Pennsylvania"
1906,"Wexford County, Michigan"
1907,"Wharton County, Texas"
1908,"Whatcom County, Washington"
1909,"Wheeler County, Texas"
1910,"White County, Arkansas"
1911,"White County, Georgia"
1912,"White County, Indiana"
1913,"White County, Tennessee"
1914,"Whiteside County, Illinois"
1915,"Whitfield County, Georgia"
1916,"Whitley County, Indiana"
1917,"Whitley County, Kentucky"
1918,"Whitman County, Washington"
1919,"Wichita County, Texas"
1920,"Wicomico County, Maryland"
1921,"Wilbarger County, Texas"
1922,"Wilkes County, North Carolina"
1923,"Will County, Illinois"
1924,"Willacy County, Texas"
1925,"Williams County, North Dakota"
1926,"Williams County, Ohio"
1927,"Williamsburg County, South Carolina"
1928,"Williamson County, Illinois"
1929,"Williamson County, Tennessee"
1930,"Williamson County, Texas"
1931,"Wilson County, North Carolina"
1932,"Wilson County, Tennessee"
1933,"Wilson County, Texas"
1934,"Windham County, Connecticut"
1935,"Windham County, Vermont"
1936,"Windsor County, Vermont"
1937,"Winkler County, Texas"
1938,"Winnebago County, Illinois"
1939,"Winnebago County, Wisconsin"
1940,"Winneshiek County, Iowa"
1941,"Winona County, Minnesota"
1942,"Winston County, Alabama"
1943,"Winston County, Mississippi"
1944,"Wise County, Texas"
1945,"Wise County, Virginia"
1946,"Wood County, Ohio"
1947,"Wood County, Texas"
1948,"Wood County, West Virginia"
1949,"Wood County, Wisconsin"
1950,"Woodbury County, Iowa"
1951,"Woodford County, Illinois"
1952,"Woodford County, Kentucky"
1953,"Woodward County, Oklahoma"
1954,"Worcester County, Maryland"
1955,"Worcester County, Massachusetts"
1956,"Worth County, Georgia"
1957,"Wright County, Minnesota"
1958,"Wyandot County, Ohio"
1959,"Wyandotte County, Kansas"
1960,"Wyoming County, New York"
1961,"Wyoming County, Pennsylvania"
1962,"Wythe County, Virginia"
1963,"Yadkin County, North Carolina"
1964,"Yakima County, Washington"
1965,"Yalobusha County, Mississippi"
1966,"Yamhill County, Oregon"
1967,"Yates County, New York"
1968,"Yavapai County, Arizona"
1969,"Yazoo County, Mississippi"
1970,"Yell County, Arkansas"
1971,"Yellowstone County, Montana"
1972,"Yoakum County, Texas"
1973,"Yolo County, California"
1974,"York County, Maine"
1975,"York County, Nebraska"
1976,"York County, Pennsylvania"
1977,"York County, South Carolina"
1978,"York County, Virginia"
1979,"Young County, Texas"
1980,"Yuba County, California"
1981,"Yuma County, Arizona"
